"","date","state","cases"
"20773",2020-06-14,"New York",385797
"20774",2020-06-15,"New York",386464
"20775",2020-06-16,"New York",386973
"20776",2020-06-17,"New York",387384
"20777",2020-06-18,"New York",388083
"20778",2020-06-19,"New York",388907
"20779",2020-06-20,"New York",389602
"20780",2020-06-21,"New York",390268
"20781",2020-06-22,"New York",390910
"20782",2020-06-23,"New York",391411
"20783",2020-06-24,"New York",391884
"20784",2020-06-25,"New York",392698
"20785",2020-06-26,"New York",393527
"20786",2020-06-27,"New York",394261
"20787",2020-06-28,"New York",394872
"20788",2020-06-29,"New York",395406
"20789",2020-06-30,"New York",395909
"20790",2020-07-01,"New York",396456
"20791",2020-07-02,"New York",397363
"20792",2020-07-03,"New York",398277
"20793",2020-07-04,"New York",399054
"20794",2020-07-05,"New York",399776
"20795",2020-07-06,"New York",400298
"20796",2020-07-07,"New York",400746
"20797",2020-07-08,"New York",401314
"20798",2020-07-09,"New York",402079
"20799",2020-07-10,"New York",402999
"20800",2020-07-11,"New York",403877
"20801",2020-07-12,"New York",404624
"20802",2020-07-13,"New York",405259
"20803",2020-07-14,"New York",406132
"20804",2020-07-15,"New York",406834
"20805",2020-07-16,"New York",407724
"20806",2020-07-17,"New York",408551
"20807",2020-07-18,"New York",409380
"20808",2020-07-19,"New York",410024
"20809",2020-07-20,"New York",410698
"20810",2020-07-21,"New York",411398
"20811",2020-07-22,"New York",411954
"20812",2020-07-23,"New York",412807
"20813",2020-07-24,"New York",413557
"20814",2020-07-25,"New York",414317
"20815",2020-07-26,"New York",414945
"20816",2020-07-27,"New York",415580
"20817",2020-07-28,"New York",416085
"20818",2020-07-29,"New York",416657
"20819",2020-07-30,"New York",417454
"20820",2020-07-31,"New York",418144
"20821",2020-08-01,"New York",418899
"20822",2020-08-02,"New York",419452
"20823",2020-08-03,"New York",420042
"20824",2020-08-04,"New York",420675
"20825",2020-08-05,"New York",421159
"20826",2020-08-06,"New York",421901
"20827",2020-08-07,"New York",422479
"20828",2020-08-08,"New York",423177
"20829",2020-08-09,"New York",423751
"20830",2020-08-10,"New York",424272
"20831",2020-08-11,"New York",424854
"20832",2020-08-12,"New York",425318
"20833",2020-08-13,"New York",425960
"20834",2020-08-14,"New York",426610
"20835",2020-08-15,"New York",427302
"20836",2020-08-16,"New York",427912
"20837",2020-08-17,"New York",428385
"20838",2020-08-18,"New York",428923
"20839",2020-08-19,"New York",429440
"20840",2020-08-20,"New York",430123
"20841",2020-08-21,"New York",430860
"20842",2020-08-22,"New York",431543
"20843",2020-08-23,"New York",432085
"20844",2020-08-24,"New York",432558
"20845",2020-08-25,"New York",433113
"20846",2020-08-26,"New York",433595
"20847",2020-08-27,"New York",434393
"20848",2020-08-28,"New York",435062
"20849",2020-08-29,"New York",435756
"20850",2020-08-30,"New York",436469
"20851",2020-08-31,"New York",437154
"20852",2020-09-01,"New York",437757
"20853",2020-09-02,"New York",438405
"20854",2020-09-03,"New York",439322
"20855",2020-09-04,"New York",440192
"20856",2020-09-05,"New York",441012
"20857",2020-09-06,"New York",441748
"20858",2020-09-07,"New York",442315
"20859",2020-09-08,"New York",442817
"20860",2020-09-09,"New York",443409
"20861",2020-09-10,"New York",444071
"20862",2020-09-11,"New York",445102
"20863",2020-09-12,"New York",446028
"20864",2020-09-13,"New York",446862
"20865",2020-09-14,"New York",447524
"20866",2020-09-15,"New York",448213
"20867",2020-09-16,"New York",448897
"20868",2020-09-17,"New York",449922
"20869",2020-09-18,"New York",450753
"20870",2020-09-19,"New York",451655
"20871",2020-09-20,"New York",452507
"20872",2020-09-21,"New York",453142
"20873",2020-09-22,"New York",453730
"20874",2020-09-23,"New York",454299
"20875",2020-09-24,"New York",455400
"20876",2020-09-25,"New York",456400
"20877",2020-09-26,"New York",457573
"20878",2020-09-27,"New York",458605
"20879",2020-09-28,"New York",459574
"20880",2020-09-29,"New York",460553
"20881",2020-09-30,"New York",461537
"20882",2020-10-01,"New York",462861
"20883",2020-10-02,"New York",464620
"20884",2020-10-03,"New York",466307
"20885",2020-10-04,"New York",467693
"20886",2020-10-05,"New York",468840
"20887",2020-10-06,"New York",469989
"20888",2020-10-07,"New York",471207
"20889",2020-10-08,"New York",473285
"20890",2020-10-09,"New York",474894
"20891",2020-10-10,"New York",476397
"20892",2020-10-11,"New York",477671
"20893",2020-10-12,"New York",478925
"20894",2020-10-13,"New York",480129
"20895",2020-10-14,"New York",481227
"20896",2020-10-15,"New York",482765
"20897",2020-10-16,"New York",484512
"20898",2020-10-17,"New York",486207
"20899",2020-10-18,"New York",487719
"20900",2020-10-19,"New York",488928
"20901",2020-10-20,"New York",490166
"20902",2020-10-21,"New York",491882
"20903",2020-10-22,"New York",493774
"20904",2020-10-23,"New York",495608
"20905",2020-10-24,"New York",497732
"20906",2020-10-25,"New York",499652
"20907",2020-10-26,"New York",501197
"20908",2020-10-27,"New York",502978
"20909",2020-10-28,"New York",504689
"20910",2020-10-29,"New York",507040
"20911",2020-10-30,"New York",509368
"20912",2020-10-31,"New York",511761
"20913",2020-11-01,"New York",513883
"20914",2020-11-02,"New York",515753
"20915",2020-11-03,"New York",517822
"20916",2020-11-04,"New York",519890
"20917",2020-11-05,"New York",523107
"20918",2020-11-06,"New York",526318
"20919",2020-11-07,"New York",530218
"20920",2020-11-08,"New York",533797
"20921",2020-11-09,"New York",537243
"20922",2020-11-10,"New York",541200
"20923",2020-11-11,"New York",545453
"20924",2020-11-12,"New York",550678
"20925",2020-11-13,"New York",556344
"20926",2020-11-14,"New York",561921
"20927",2020-11-15,"New York",566113
"20928",2020-11-16,"New York",570323
"20929",2020-11-17,"New York",574935
"20930",2020-11-18,"New York",579811
"20931",2020-11-19,"New York",585635
"20932",2020-11-20,"New York",591368
"20933",2020-11-21,"New York",597680
"20934",2020-11-22,"New York",603360
"20935",2020-11-23,"New York",609797
"20936",2020-11-24,"New York",614679
"20937",2020-11-25,"New York",620712
"20938",2020-11-26,"New York",628024
"20939",2020-11-27,"New York",636302
"20940",2020-11-28,"New York",643163
"20941",2020-11-29,"New York",648641
"20942",2020-11-30,"New York",656413
"20943",2020-12-01,"New York",663500
"20944",2020-12-02,"New York",671635
"20945",2020-12-03,"New York",681783
"20946",2020-12-04,"New York",693629
"20947",2020-12-05,"New York",704683
"20948",2020-12-06,"New York",714834
"20949",2020-12-07,"New York",723287
"20950",2020-12-08,"New York",731722
"20951",2020-12-09,"New York",740980
"20952",2020-12-10,"New York",752104
"20953",2020-12-11,"New York",763228
"20954",2020-12-12,"New York",774228
"20955",2020-12-13,"New York",784815
"20956",2020-12-14,"New York",794953
"20957",2020-12-15,"New York",803917
"20958",2020-12-16,"New York",813336
"20959",2020-12-17,"New York",825059
"20960",2020-12-18,"New York",837711
"20961",2020-12-19,"New York",847778
"20962",2020-12-20,"New York",857083
"20963",2020-12-21,"New York",866888
"20964",2020-12-22,"New York",876281
"20965",2020-12-23,"New York",886813
"20966",2020-12-24,"New York",899837
"20967",2020-12-25,"New York",912885
"20968",2020-12-26,"New York",924014
"20969",2020-12-27,"New York",932022
"20970",2020-12-28,"New York",940290
"20971",2020-12-29,"New York",950473
"20972",2020-12-30,"New York",963390
"20973",2020-12-31,"New York",978783
"20974",2021-01-01,"New York",995816
"20975",2021-01-02,"New York",1011665
"20976",2021-01-03,"New York",1023897
"20977",2021-01-04,"New York",1035139
"20978",2021-01-05,"New York",1048281
"20979",2021-01-06,"New York",1064297
"20980",2021-01-07,"New York",1081885
"20981",2021-01-08,"New York",1101445
"20982",2021-01-09,"New York",1119284
"20983",2021-01-10,"New York",1135592
"20984",2021-01-11,"New York",1149771
"20985",2021-01-12,"New York",1164562
"20986",2021-01-13,"New York",1179266
"20987",2021-01-14,"New York",1193453
"20988",2021-01-15,"New York",1212922
"20989",2021-01-16,"New York",1228867
"20990",2021-01-17,"New York",1242561
"20991",2021-01-18,"New York",1255971
"20992",2021-01-19,"New York",1268692
"20993",2021-01-20,"New York",1279811
"20994",2021-01-21,"New York",1293719
"20995",2021-01-22,"New York",1309403
"20996",2021-01-23,"New York",1323312
"20997",2021-01-24,"New York",1335695
"20998",2021-01-25,"New York",1347667
"20999",2021-01-26,"New York",1358707
"21000",2021-01-27,"New York",1369072
"21001",2021-01-28,"New York",1382855
"21002",2021-01-29,"New York",1395806
"21003",2021-01-30,"New York",1408698
"21004",2021-01-31,"New York",1419907
"21005",2021-02-01,"New York",1428839
"21006",2021-02-02,"New York",1436788
"21007",2021-02-03,"New York",1443942
"21008",2021-02-04,"New York",1450912
"21009",2021-02-05,"New York",1458809
"21010",2021-02-06,"New York",1470301
"21011",2021-02-07,"New York",1480224
"21012",2021-02-08,"New York",1489196
"21013",2021-02-09,"New York",1497475
"21014",2021-02-10,"New York",1504059
"21015",2021-02-11,"New York",1514070
"21016",2021-02-12,"New York",1522785
"21017",2021-02-13,"New York",1531540
"21018",2021-02-14,"New York",1539870
"21019",2021-02-15,"New York",1546408
"21020",2021-02-16,"New York",1553117
"21021",2021-02-17,"New York",1559042
"21022",2021-02-18,"New York",1568624
"21023",2021-02-19,"New York",1577197
"21024",2021-02-20,"New York",1585435
"21025",2021-02-21,"New York",1591672
"21026",2021-02-22,"New York",1597969
"21027",2021-02-23,"New York",1604892
"21028",2021-02-24,"New York",1611031
"21029",2021-02-25,"New York",1619924
"21030",2021-02-26,"New York",1627998
"21031",2021-02-27,"New York",1636040
"21032",2021-02-28,"New York",1643867
"21033",2021-03-01,"New York",1650303
"21034",2021-03-02,"New York",1656684
"21035",2021-03-03,"New York",1663248
"21036",2021-03-04,"New York",1670716
"21037",2021-03-05,"New York",1678867
"21038",2021-03-06,"New York",1686993
"21039",2021-03-07,"New York",1694651
"21040",2021-03-08,"New York",1700091
"21041",2021-03-09,"New York",1706924
"21042",2021-03-10,"New York",1713030
"21043",2021-03-11,"New York",1720199
"21044",2021-03-12,"New York",1724425
"21045",2021-03-13,"New York",1734676
"21046",2021-03-14,"New York",1741363
"21047",2021-03-15,"New York",1748482
"21048",2021-03-16,"New York",1755193
"21049",2021-03-17,"New York",1761775
"21050",2021-03-18,"New York",1767290
"21051",2021-03-19,"New York",1772367
"21052",2021-03-20,"New York",1779034
"21053",2021-03-21,"New York",1782769
"21054",2021-03-22,"New York",1785565
"21055",2021-03-23,"New York",1788874
"21056",2021-03-24,"New York",1816518
"21057",2021-03-25,"New York",1825069
"21058",2021-03-26,"New York",1833128
"21059",2021-03-27,"New York",1841822
"21060",2021-03-28,"New York",1850732
"21061",2021-03-29,"New York",1859474
"21062",2021-03-30,"New York",1865349
"21063",2021-03-31,"New York",1873138
"21064",2021-04-01,"New York",1882308
"21065",2021-04-02,"New York",1890346
"21066",2021-04-03,"New York",1898101
"21067",2021-04-04,"New York",1905737
"21068",2021-04-05,"New York",1912396
"21069",2021-04-06,"New York",1918437
"21070",2021-04-07,"New York",1925080
"21071",2021-04-08,"New York",1933807
"21072",2021-04-09,"New York",1942469
"21073",2021-04-10,"New York",1949964
"21074",2021-04-11,"New York",1956594
"21075",2021-04-12,"New York",1962225
"21076",2021-04-13,"New York",1967248
"21077",2021-04-14,"New York",1973308
"21078",2021-04-15,"New York",1980337
"21079",2021-04-16,"New York",1986681
"21080",2021-04-17,"New York",1993271
"21081",2021-04-18,"New York",1998912
"21082",2021-04-19,"New York",2003938
"21083",2021-04-20,"New York",2008514
"21084",2021-04-21,"New York",2012806
"21085",2021-04-22,"New York",2018044
"21086",2021-04-23,"New York",2022891
"21087",2021-04-24,"New York",2027029
"21088",2021-04-25,"New York",2031093
"21089",2021-04-26,"New York",2034102
"21090",2021-04-27,"New York",2037414
"21091",2021-04-28,"New York",2040448
"21092",2021-04-29,"New York",2044345
"21093",2021-04-30,"New York",2048150
"21094",2021-05-01,"New York",2052022
"21095",2021-05-02,"New York",2054848
"21096",2021-05-03,"New York",2057276
"21097",2021-05-04,"New York",2059485
"21098",2021-05-05,"New York",2061887
"21099",2021-05-06,"New York",2064530
"21100",2021-05-07,"New York",2066989
"21101",2021-05-08,"New York",2070053
"21102",2021-05-09,"New York",2072426
"21103",2021-05-10,"New York",2074079
"21104",2021-05-11,"New York",2075539
"21105",2021-05-12,"New York",2077563
"21106",2021-05-13,"New York",2079749
"21107",2021-05-14,"New York",2081823
"21108",2021-05-15,"New York",2083623
"21109",2021-05-16,"New York",2085477
"21110",2021-05-17,"New York",2086836
"21111",2021-05-18,"New York",2088361
"21112",2021-05-19,"New York",2089698
"21113",2021-05-20,"New York",2091342
"21114",2021-05-21,"New York",2092916
"21115",2021-05-22,"New York",2094245
"21116",2021-05-23,"New York",2095319
"21117",2021-05-24,"New York",2096280
"21118",2021-05-25,"New York",2097200
"21119",2021-05-26,"New York",2098098
"21120",2021-05-27,"New York",2099246
"21121",2021-05-28,"New York",2100183
"21122",2021-05-29,"New York",2101055
"21123",2021-05-30,"New York",2101875
"21124",2021-05-31,"New York",2102404
"21125",2021-06-01,"New York",2102869
"21126",2021-06-02,"New York",2103269
"21127",2021-06-03,"New York",2103768
"21128",2021-06-04,"New York",2104539
"21129",2021-06-05,"New York",2105375
"21130",2021-06-06,"New York",2105882
"21131",2021-06-07,"New York",2106399
"21132",2021-06-08,"New York",2106852
"21133",2021-06-09,"New York",2107289
"21134",2021-06-10,"New York",2107831
"21135",2021-06-11,"New York",2108510
"21136",2021-06-12,"New York",2108950
"21137",2021-06-13,"New York",2109313
"21138",2021-06-14,"New York",2109677
"21139",2021-06-15,"New York",2110004
"21140",2021-06-16,"New York",2110310
"21141",2021-06-17,"New York",2110756
"21142",2021-06-18,"New York",2111162
"21143",2021-06-19,"New York",2111556
"21144",2021-06-20,"New York",2111845
"21145",2021-06-21,"New York",2112129
"21146",2021-06-22,"New York",2112388
"21147",2021-06-23,"New York",2112649
"21148",2021-06-24,"New York",2113046
"21149",2021-06-25,"New York",2113398
"21150",2021-06-26,"New York",2113742
"21151",2021-06-27,"New York",2114123
"21152",2021-06-28,"New York",2114434
"21153",2021-06-29,"New York",2114686
"21154",2021-06-30,"New York",2114986
"21155",2021-07-01,"New York",2115377
"21156",2021-07-02,"New York",2115880
"21157",2021-07-03,"New York",2116166
"21158",2021-07-04,"New York",2116516
"21159",2021-07-05,"New York",2116888
"21160",2021-07-06,"New York",2117186
"21161",2021-07-07,"New York",2117549
"21162",2021-07-08,"New York",2118216
"21163",2021-07-09,"New York",2118960
"21164",2021-07-10,"New York",2119692
"21165",2021-07-11,"New York",2120486
"21166",2021-07-12,"New York",2121119
"21167",2021-07-13,"New York",2121761
"21168",2021-07-14,"New York",2122502
"21169",2021-07-15,"New York",2123452
"21170",2021-07-16,"New York",2124168
"21171",2021-07-17,"New York",2125535
"21172",2021-07-18,"New York",2126680
"21173",2021-07-19,"New York",2127592
"21174",2021-07-20,"New York",2128710
"21175",2021-07-21,"New York",2129897
"21176",2021-07-22,"New York",2131535
"21177",2021-07-23,"New York",2133264
"21178",2021-07-24,"New York",2135161
"21179",2021-07-25,"New York",2136032
"21180",2021-07-26,"New York",2138643
"21181",2021-07-27,"New York",2140258
"21182",2021-07-28,"New York",2142132
"21183",2021-07-29,"New York",2144741
"21184",2021-07-30,"New York",2147318
"21185",2021-07-31,"New York",2150390
"21186",2021-08-01,"New York",2152964
"21187",2021-08-02,"New York",2155356
"21188",2021-08-03,"New York",2158388
"21189",2021-08-04,"New York",2161314
"21190",2021-08-05,"New York",2164850
"21191",2021-08-06,"New York",2168589
"21192",2021-08-07,"New York",2173080
"21193",2021-08-08,"New York",2176658
"21194",2021-08-09,"New York",2178724
"21195",2021-08-10,"New York",2180696
"21196",2021-08-11,"New York",2187349
"21197",2021-08-12,"New York",2192224
"21198",2021-08-13,"New York",2196866
"21199",2021-08-14,"New York",2201468
"21200",2021-08-15,"New York",2205869
"21201",2021-08-16,"New York",2209767
"21202",2020-01-22,"North Carolina",0
"21203",2020-01-23,"North Carolina",0
"21204",2020-01-24,"North Carolina",0
"21205",2020-01-25,"North Carolina",0
"21206",2020-01-26,"North Carolina",0
"21207",2020-01-27,"North Carolina",0
"21208",2020-01-28,"North Carolina",0
"21209",2020-01-29,"North Carolina",0
"21210",2020-01-30,"North Carolina",0
"21211",2020-01-31,"North Carolina",0
"21212",2020-02-01,"North Carolina",0
"21213",2020-02-02,"North Carolina",0
"21214",2020-02-03,"North Carolina",0
"21215",2020-02-04,"North Carolina",0
"21216",2020-02-05,"North Carolina",0
"21217",2020-02-06,"North Carolina",0
"21218",2020-02-07,"North Carolina",0
"21219",2020-02-08,"North Carolina",0
"21220",2020-02-09,"North Carolina",0
"21221",2020-02-10,"North Carolina",0
"21222",2020-02-11,"North Carolina",0
"21223",2020-02-12,"North Carolina",0
"21224",2020-02-13,"North Carolina",0
"21225",2020-02-14,"North Carolina",0
"21226",2020-02-15,"North Carolina",0
"21227",2020-02-16,"North Carolina",0
"21228",2020-02-17,"North Carolina",0
"21229",2020-02-18,"North Carolina",0
"21230",2020-02-19,"North Carolina",0
"21231",2020-02-20,"North Carolina",0
"21232",2020-02-21,"North Carolina",0
"21233",2020-02-22,"North Carolina",0
"21234",2020-02-23,"North Carolina",0
"21235",2020-02-24,"North Carolina",0
"21236",2020-02-25,"North Carolina",0
"21237",2020-02-26,"North Carolina",0
"21238",2020-02-27,"North Carolina",0
"21239",2020-02-28,"North Carolina",0
"21240",2020-02-29,"North Carolina",0
"21241",2020-03-01,"North Carolina",0
"21242",2020-03-02,"North Carolina",1
"21243",2020-03-03,"North Carolina",1
"21244",2020-03-04,"North Carolina",1
"21245",2020-03-05,"North Carolina",1
"21246",2020-03-06,"North Carolina",2
"21247",2020-03-07,"North Carolina",2
"21248",2020-03-08,"North Carolina",2
"21249",2020-03-09,"North Carolina",7
"21250",2020-03-10,"North Carolina",7
"21251",2020-03-11,"North Carolina",9
"21252",2020-03-12,"North Carolina",17
"21253",2020-03-13,"North Carolina",22
"21254",2020-03-14,"North Carolina",32
"21255",2020-03-15,"North Carolina",33
"21256",2020-03-16,"North Carolina",39
"21257",2020-03-17,"North Carolina",62
"21258",2020-03-18,"North Carolina",104
"21259",2020-03-19,"North Carolina",152
"21260",2020-03-20,"North Carolina",208
"21261",2020-03-21,"North Carolina",287
"21262",2020-03-22,"North Carolina",325
"21263",2020-03-23,"North Carolina",423
"21264",2020-03-24,"North Carolina",544
"21265",2020-03-25,"North Carolina",661
"21266",2020-03-26,"North Carolina",791
"21267",2020-03-27,"North Carolina",963
"21268",2020-03-28,"North Carolina",1105
"21269",2020-03-29,"North Carolina",1234
"21270",2020-03-30,"North Carolina",1426
"21271",2020-03-31,"North Carolina",1578
"21272",2020-04-01,"North Carolina",1855
"21273",2020-04-02,"North Carolina",2093
"21274",2020-04-03,"North Carolina",2380
"21275",2020-04-04,"North Carolina",2635
"21276",2020-04-05,"North Carolina",2891
"21277",2020-04-06,"North Carolina",3153
"21278",2020-04-07,"North Carolina",3453
"21279",2020-04-08,"North Carolina",3700
"21280",2020-04-09,"North Carolina",3993
"21281",2020-04-10,"North Carolina",4230
"21282",2020-04-11,"North Carolina",4535
"21283",2020-04-12,"North Carolina",4839
"21284",2020-04-13,"North Carolina",5024
"21285",2020-04-14,"North Carolina",5195
"21286",2020-04-15,"North Carolina",5484
"21287",2020-04-16,"North Carolina",5877
"21288",2020-04-17,"North Carolina",6171
"21289",2020-04-18,"North Carolina",6524
"21290",2020-04-19,"North Carolina",6818
"21291",2020-04-20,"North Carolina",7033
"21292",2020-04-21,"North Carolina",7331
"21293",2020-04-22,"North Carolina",7728
"21294",2020-04-23,"North Carolina",8200
"21295",2020-04-24,"North Carolina",8634
"21296",2020-04-25,"North Carolina",8929
"21297",2020-04-26,"North Carolina",9339
"21298",2020-04-27,"North Carolina",9782
"21299",2020-04-28,"North Carolina",10144
"21300",2020-04-29,"North Carolina",10711
"21301",2020-04-30,"North Carolina",11120
"21302",2020-05-01,"North Carolina",11585
"21303",2020-05-02,"North Carolina",11929
"21304",2020-05-03,"North Carolina",12167
"21305",2020-05-04,"North Carolina",12483
"21306",2020-05-05,"North Carolina",12928
"21307",2020-05-06,"North Carolina",13541
"21308",2020-05-07,"North Carolina",14051
"21309",2020-05-08,"North Carolina",14516
"21310",2020-05-09,"North Carolina",15002
"21311",2020-05-10,"North Carolina",15274
"21312",2020-05-11,"North Carolina",15601
"21313",2020-05-12,"North Carolina",16025
"21314",2020-05-13,"North Carolina",16733
"21315",2020-05-14,"North Carolina",17527
"21316",2020-05-15,"North Carolina",18269
"21317",2020-05-16,"North Carolina",18754
"21318",2020-05-17,"North Carolina",19161
"21319",2020-05-18,"North Carolina",19684
"21320",2020-05-19,"North Carolina",20189
"21321",2020-05-20,"North Carolina",21014
"21322",2020-05-21,"North Carolina",21802
"21323",2020-05-22,"North Carolina",22750
"21324",2020-05-23,"North Carolina",23323
"21325",2020-05-24,"North Carolina",23876
"21326",2020-05-25,"North Carolina",24337
"21327",2020-05-26,"North Carolina",24952
"21328",2020-05-27,"North Carolina",25613
"21329",2020-05-28,"North Carolina",26749
"21330",2020-05-29,"North Carolina",27826
"21331",2020-05-30,"North Carolina",28736
"21332",2020-05-31,"North Carolina",29514
"21333",2020-06-01,"North Carolina",30153
"21334",2020-06-02,"North Carolina",30966
"21335",2020-06-03,"North Carolina",32198
"21336",2020-06-04,"North Carolina",33454
"21337",2020-06-05,"North Carolina",34771
"21338",2020-06-06,"North Carolina",35721
"21339",2020-06-07,"North Carolina",36834
"21340",2020-06-08,"North Carolina",37664
"21341",2020-06-09,"North Carolina",38528
"21342",2020-06-10,"North Carolina",39805
"21343",2020-06-11,"North Carolina",41435
"21344",2020-06-12,"North Carolina",42932
"21345",2020-06-13,"North Carolina",44295
"21346",2020-06-14,"North Carolina",45386
"21347",2020-06-15,"North Carolina",46348
"21348",2020-06-16,"North Carolina",47216
"21349",2020-06-17,"North Carolina",48595
"21350",2020-06-18,"North Carolina",50214
"21351",2020-06-19,"North Carolina",51710
"21352",2020-06-20,"North Carolina",53009
"21353",2020-06-21,"North Carolina",54129
"21354",2020-06-22,"North Carolina",55157
"21355",2020-06-23,"North Carolina",56442
"21356",2020-06-24,"North Carolina",57817
"21357",2020-06-25,"North Carolina",59437
"21358",2020-06-26,"North Carolina",61207
"21359",2020-06-27,"North Carolina",62736
"21360",2020-06-28,"North Carolina",64069
"21361",2020-06-29,"North Carolina",65331
"21362",2020-06-30,"North Carolina",67226
"21363",2020-07-01,"North Carolina",68830
"21364",2020-07-02,"North Carolina",70905
"21365",2020-07-03,"North Carolina",72368
"21366",2020-07-04,"North Carolina",73779
"21367",2020-07-05,"North Carolina",75216
"21368",2020-07-06,"North Carolina",76609
"21369",2020-07-07,"North Carolina",78207
"21370",2020-07-08,"North Carolina",80209
"21371",2020-07-09,"North Carolina",82222
"21372",2020-07-10,"North Carolina",84493
"21373",2020-07-11,"North Carolina",86492
"21374",2020-07-12,"North Carolina",88316
"21375",2020-07-13,"North Carolina",90397
"21376",2020-07-14,"North Carolina",92334
"21377",2020-07-15,"North Carolina",94365
"21378",2020-07-16,"North Carolina",96331
"21379",2020-07-17,"North Carolina",98698
"21380",2020-07-18,"North Carolina",100494
"21381",2020-07-19,"North Carolina",101815
"21382",2020-07-20,"North Carolina",103730
"21383",2020-07-21,"North Carolina",105565
"21384",2020-07-22,"North Carolina",108017
"21385",2020-07-23,"North Carolina",110269
"21386",2020-07-24,"North Carolina",112320
"21387",2020-07-25,"North Carolina",114127
"21388",2020-07-26,"North Carolina",115718
"21389",2020-07-27,"North Carolina",117767
"21390",2020-07-28,"North Carolina",119375
"21391",2020-07-29,"North Carolina",121739
"21392",2020-07-30,"North Carolina",123690
"21393",2020-07-31,"North Carolina",125678
"21394",2020-08-01,"North Carolina",127080
"21395",2020-08-02,"North Carolina",128450
"21396",2020-08-03,"North Carolina",130030
"21397",2020-08-04,"North Carolina",131257
"21398",2020-08-05,"North Carolina",133210
"21399",2020-08-06,"North Carolina",135076
"21400",2020-08-07,"North Carolina",136862
"21401",2020-08-08,"North Carolina",138227
"21402",2020-08-09,"North Carolina",139040
"21403",2020-08-10,"North Carolina",140375
"21404",2020-08-11,"North Carolina",141736
"21405",2020-08-12,"North Carolina",143513
"21406",2020-08-13,"North Carolina",145082
"21407",2020-08-14,"North Carolina",146679
"21408",2020-08-15,"North Carolina",148020
"21409",2020-08-16,"North Carolina",148906
"21410",2020-08-17,"North Carolina",150163
"21411",2020-08-18,"North Carolina",151542
"21412",2020-08-19,"North Carolina",153591
"21413",2020-08-20,"North Carolina",155580
"21414",2020-08-21,"North Carolina",157370
"21415",2020-08-22,"North Carolina",158889
"21416",2020-08-23,"North Carolina",160106
"21417",2020-08-24,"North Carolina",161601
"21418",2020-08-25,"North Carolina",162995
"21419",2020-08-26,"North Carolina",165156
"21420",2020-08-27,"North Carolina",167143
"21421",2020-08-28,"North Carolina",168682
"21422",2020-08-29,"North Carolina",170377
"21423",2020-08-30,"North Carolina",171487
"21424",2020-08-31,"North Carolina",172879
"21425",2020-09-01,"North Carolina",174221
"21426",2020-09-02,"North Carolina",176173
"21427",2020-09-03,"North Carolina",177877
"21428",2020-09-04,"North Carolina",179534
"21429",2020-09-05,"North Carolina",180695
"21430",2020-09-06,"North Carolina",181517
"21431",2020-09-07,"North Carolina",182334
"21432",2020-09-08,"North Carolina",183399
"21433",2020-09-09,"North Carolina",184649
"21434",2020-09-10,"North Carolina",186339
"21435",2020-09-11,"North Carolina",187841
"21436",2020-09-12,"North Carolina",188945
"21437",2020-09-13,"North Carolina",189768
"21438",2020-09-14,"North Carolina",191028
"21439",2020-09-15,"North Carolina",192394
"21440",2020-09-16,"North Carolina",194062
"21441",2020-09-17,"North Carolina",195610
"21442",2020-09-18,"North Carolina",197128
"21443",2020-09-19,"North Carolina",198266
"21444",2020-09-20,"North Carolina",199085
"21445",2020-09-21,"North Carolina",200287
"21446",2020-09-22,"North Carolina",201411
"21447",2020-09-23,"North Carolina",203166
"21448",2020-09-24,"North Carolina",204875
"21449",2020-09-25,"North Carolina",206549
"21450",2020-09-26,"North Carolina",207774
"21451",2020-09-27,"North Carolina",208566
"21452",2020-09-28,"North Carolina",209718
"21453",2020-09-29,"North Carolina",210543
"21454",2020-09-30,"North Carolina",210632
"21455",2020-10-01,"North Carolina",212898
"21456",2020-10-02,"North Carolina",214684
"21457",2020-10-03,"North Carolina",216886
"21458",2020-10-04,"North Carolina",217496
"21459",2020-10-05,"North Carolina",219754
"21460",2020-10-06,"North Carolina",221258
"21461",2020-10-07,"North Carolina",222969
"21462",2020-10-08,"North Carolina",225397
"21463",2020-10-09,"North Carolina",227431
"21464",2020-10-10,"North Carolina",229752
"21465",2020-10-11,"North Carolina",231471
"21466",2020-10-12,"North Carolina",232747
"21467",2020-10-13,"North Carolina",234481
"21468",2020-10-14,"North Carolina",236407
"21469",2020-10-15,"North Carolina",238939
"21470",2020-10-16,"North Carolina",241623
"21471",2020-10-17,"North Carolina",243725
"21472",2020-10-18,"North Carolina",246028
"21473",2020-10-19,"North Carolina",247172
"21474",2020-10-20,"North Carolina",248750
"21475",2020-10-21,"North Carolina",250592
"21476",2020-10-22,"North Carolina",252992
"21477",2020-10-23,"North Carolina",255708
"21478",2020-10-24,"North Carolina",258292
"21479",2020-10-25,"North Carolina",260099
"21480",2020-10-26,"North Carolina",261742
"21481",2020-10-27,"North Carolina",263883
"21482",2020-10-28,"North Carolina",266136
"21483",2020-10-29,"North Carolina",269021
"21484",2020-10-30,"North Carolina",271830
"21485",2020-10-31,"North Carolina",274635
"21486",2020-11-01,"North Carolina",276692
"21487",2020-11-02,"North Carolina",278028
"21488",2020-11-03,"North Carolina",280377
"21489",2020-11-04,"North Carolina",282802
"21490",2020-11-05,"North Carolina",285661
"21491",2020-11-06,"North Carolina",288569
